0.24,0.25
0.75,0.75
0.74,0.75
0.26,0.25
0.75,0.75
0.75,0.75
0.75,0.75
0.26,0.25
0.25,0.25
0.25,0.25
0.25,0.25
0.24,0.25
0.77,0.75
0.25,0.25
0.74,0.75
0.25,0.25
0.75,0.75
0.25,0.25
0.76,0.75
0.26,0.25
0.24,0.25
0.26,0.25
0.75,0.75
0.26,0.25
0.74,0.75
0.25,0.25
0.24,0.25
0.25,0.25
0.22,0.25
0.75,0.75
0.76,0.75
0.25,0.25
0.75,0.75
0.25,0.25
0.75,0.75
0.75,0.75
0.74,0.75
0.74,0.75
0.77,0.75
0.75,0.75
0.26,0.25
0.75,0.75
0.76,0.75
0.75,0.75
0.76,0.75
0.74,0.75
0.76,0.75
0.74,0.75
0.25,0.25
0.24,0.25
0.25,0.25
0.25,0.25
0.77,0.75
0.26,0.25
0.73,0.75
0.26,0.25
0.25,0.25
0.26,0.25
0.75,0.75
0.25,0.25
0.26,0.25
0.75,0.75
0.75,0.75
0.23,0.25
0.25,0.25
0.25,0.25
0.75,0.75
0.76,0.75
0.77,0.75
0.77,0.75
0.75,0.75
0.24,0.25
0.25,0.25
0.24,0.25
0.26,0.25
0.74,0.75
0.23,0.25
0.76,0.75
0.74,0.75
0.75,0.75
0.25,0.25
0.25,0.25
0.26,0.25
0.25,0.25
0.26,0.25
0.74,0.75
0.75,0.75
0.75,0.75
0.26,0.25
0.75,0.75
0.23,0.25
0.75,0.75
0.76,0.75
0.75,0.75
0.27,0.25
0.76,0.75
0.26,0.25
0.24,0.25
0.75,0.75
0.24,0.25
0.75,0.75
0.75,0.75
0.26,0.25
0.25,0.25
0.75,0.75
0.75,0.75
0.24,0.25
0.74,0.75
0.24,0.25
0.25,0.25
0.74,0.75
0.25,0.25
0.25,0.25
0.75,0.75
0.76,0.75
0.25,0.25
0.25,0.25
0.24,0.25
0.25,0.25
0.23,0.25
0.26,0.25
0.76,0.75
0.24,0.25
0.22,0.25
0.76,0.75
0.73,0.75
0.24,0.25
0.24,0.25
0.24,0.25
0.75,0.75
0.24,0.25
0.25,0.25
0.24,0.25
0.28,0.25
0.24,0.25
0.25,0.25
0.25,0.25
0.26,0.25
0.74,0.75
0.75,0.75
0.25,0.25
0.25,0.25
0.25,0.25
0.25,0.25
0.75,0.75
0.75,0.75
0.75,0.75
0.23,0.25
0.76,0.75
0.75,0.75
0.24,0.25
0.25,0.25
0.25,0.25
0.75,0.75
0.25,0.25
0.26,0.25
0.26,0.25
0.25,0.25
0.75,0.75
0.76,0.75
0.26,0.25
0.75,0.75
0.23,0.25
0.25,0.25
0.23,0.25
0.75,0.75
0.75,0.75
0.25,0.25
0.26,0.25
0.74,0.75
0.75,0.75
0.23,0.25
0.25,0.25
0.27,0.25
0.75,0.75
0.76,0.75
0.75,0.75
0.25,0.25
0.26,0.25
0.75,0.75
0.76,0.75
0.76,0.75
0.76,0.75
0.27,0.25
0.25,0.25
0.74,0.75
0.75,0.75
0.27,0.25
0.25,0.25
0.75,0.75
0.24,0.25
0.25,0.25
0.25,0.25
0.75,0.75
0.25,0.25
0.26,0.25
0.26,0.25
0.75,0.75
0.24,0.25
0.23,0.25
0.76,0.75
0.25,0.25
0.77,0.75
0.75,0.75
0.76,0.75
0.74,0.75
0.75,0.75
0.75,0.75
0.24,0.25
0.76,0.75
0.24,0.25
0.73,0.75
0.26,0.25
0.74,0.75
0.74,0.75
0.76,0.75
0.25,0.25
0.25,0.25
0.75,0.75
0.25,0.25
0.25,0.25
0.24,0.25
0.76,0.75
0.74,0.75
0.75,0.75
0.25,0.25
0.74,0.75
