1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.75
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.25
1.99,0.75
1.99,0.75
