2.25,2.25
0.26,0.25
2.29,2.25
2.23,2.25
2.33,2.25
0.16,0.25
2.25,2.25
0.33,0.25
2.18,2.25
2.26,2.25
0.15,0.25
0.19,0.25
2.18,2.25
2.3,2.25
2.17,2.25
2.26,2.25
0.34,0.25
0.29,0.25
2.32,2.25
0.25,0.25
2.3,2.25
0.29,0.25
0.25,0.25
2.19,2.25
0.21,0.25
0.17,0.25
2.28,2.25
0.25,0.25
2.17,2.25
2.18,2.25
2.3,2.25
2.25,2.25
2.28,2.25
2.2,2.25
0.26,0.25
0.19,0.25
2.2,2.25
0.31,0.25
2.31,2.25
0.28,0.25
0.23,0.25
2.28,2.25
0.3,0.25
0.16,0.25
0.23,0.25
2.19,2.25
0.15,0.25
0.29,0.25
2.26,2.25
2.32,2.25
0.3,0.25
0.31,0.25
0.2,0.25
2.19,2.25
0.35,0.25
0.29,0.25
0.22,0.25
0.33,0.25
0.17,0.25
2.16,2.25
0.19,0.25
0.3,0.25
2.24,2.25
2.19,2.25
0.32,0.25
2.23,2.25
2.27,2.25
0.27,0.25
2.19,2.25
2.33,2.25
2.24,2.25
2.2,2.25
2.28,2.25
2.16,2.25
0.15,0.25
2.32,2.25
2.2,2.25
0.21,0.25
0.27,0.25
0.27,0.25
2.28,2.25
2.18,2.25
0.26,0.25
0.16,0.25
2.3,2.25
0.19,0.25
2.35,2.25
2.23,2.25
2.22,2.25
0.22,0.25
0.26,0.25
0.21,0.25
0.31,0.25
2.25,2.25
2.18,2.25
0.28,0.25
0.23,0.25
0.24,0.25
0.15,0.25
2.34,2.25
