0.74,0.75
0.22,0.25
0.22,0.25
0.25,0.25
0.19,0.25
0.66,0.75
0.16,0.25
0.83,0.75
0.82,0.75
0.81,0.75
0.33,0.25
0.28,0.25
0.15,0.25
0.2,0.25
0.67,0.75
0.26,0.25
0.22,0.25
0.79,0.75
0.35,0.25
0.3,0.25
0.82,0.75
0.27,0.25
0.19,0.25
0.77,0.75
0.84,0.75
0.27,0.25
0.67,0.75
0.71,0.75
0.8,0.75
0.76,0.75
0.33,0.25
0.68,0.75
0.74,0.75
0.22,0.25
0.28,0.25
0.21,0.25
0.84,0.75
0.32,0.25
0.17,0.25
0.8,0.75
0.31,0.25
0.83,0.75
0.77,0.75
0.71,0.75
0.75,0.75
0.18,0.25
0.28,0.25
0.3,0.25
0.16,0.25
0.79,0.75
0.84,0.75
0.76,0.75
0.26,0.25
0.7,0.75
0.7,0.75
0.72,0.75
0.83,0.75
0.77,0.75
0.3,0.25
0.22,0.25
0.78,0.75
0.78,0.75
0.83,0.75
0.24,0.25
0.3,0.25
0.34,0.25
0.32,0.25
0.19,0.25
0.21,0.25
0.81,0.75
0.23,0.25
0.24,0.25
0.34,0.25
0.32,0.25
0.21,0.25
0.33,0.25
0.76,0.75
0.8,0.75
0.25,0.25
0.32,0.25
0.2,0.25
0.32,0.25
0.74,0.75
0.29,0.25
0.74,0.75
0.72,0.75
0.7,0.75
0.76,0.75
0.35,0.25
0.32,0.25
0.15,0.25
0.71,0.75
0.18,0.25
0.83,0.75
0.2,0.25
0.77,0.75
0.78,0.75
0.73,0.75
0.81,0.75
0.29,0.25
